pmid	doi	title	abstract	year	month	day	jabbrv	lastname	firstname
31108950	10.3390/genes10050376	Identification and Validation of Novel Reference Genes in Acute Lymphoblastic Leukemia for Droplet Digital PCR.	Droplet digital PCR is the most robust method for absolute nucleic acid quantification. However, RNA is a very versatile molecule and its abundance is tissue-dependent. RNA quantification is dependent on a reference control to estimate the abundance. Additionally, in cancer, many cellular processes are deregulated which consequently affects the gene expression profiles. In this work, we performed microarray data mining of different childhood cancers and healthy controls. We selected four genes that showed no gene expression variations (<i>PSMB6</i>, <i>PGGT1B</i>, <i>UBQLN2</i> and <i>UQCR2</i>) and four classical reference genes (<i>ACTB</i>, <i>GAPDH</i>, <i>RPL4</i> and RPS18). Gene expression was validated in 40 acute lymphoblastic leukemia samples by means of droplet digital PCR. We observed that <i>PSMB6</i>, <i>PGGT1B</i>, <i>UBQLN2</i> and <i>UQCR2</i> were expressed ~100 times less than <i>ACTB</i>, <i>GAPDH</i>, <i>RPL4</i> and <i>RPS18</i>. However, we observed excellent correlations among the new reference genes (<i>p</i> &lt; 0.0001). We propose that <i>PSMB6</i>, <i>PGGT1B</i>, <i>UBQLN2</i> and <i>UQCR2</i> are housekeeping genes with low expression in childhood cancer.	2020	02	14	Genes (Basel)	Villegas-Ruíz	Vanessa
29433359	10.1080/15548627.2017.1390636	Piperlongumine restores the balance of autophagy and apoptosis by increasing BCL2 phosphorylation in rotenone-induced Parkinson disease models.	Parkinson disease (PD) is the second most common neurodegenerative disorder after Alzheimer disease and is caused by genetics, environmental factors and aging, with few treatments currently available. Apoptosis and macroautophagy/autophagy play critical roles in PD pathogenesis; as such, modulating their balance is a potential treatment strategy. BCL2 (B cell leukemia/lymphoma 2) is a key molecule regulating this balance. Piperlongumine (PLG) is an alkaloid extracted from Piper longum L. that has antiinflammatory and anticancer effects. The present study investigated the protective effects of PLG in rotenone-induced PD cell and mouse models. We found that PLG administration (2 and 4 mg/kg) for 4 wk attenuated motor deficits in mice and prevented the loss of dopaminergic neurons in the substantia nigra induced by oral administration of rotenone (10 mg/kg) for 6 wk. PLG improved cell viability and enhanced mitochondrial function in primary neurons and SK-N-SH cells. These protective effects were exerted via inhibition of apoptosis and induction of autophagy through enhancement of BCL2 phosphorylation at Ser70. These results demonstrate that PLG exerts therapeutic effects in a rotenone-induced PD models by restoring the balance between apoptosis and autophagy. 6-OHDA, 6-hydroxydopamine; ACTB, actin, beta; BafA1, bafilomycin A<sub>1</sub>; BAK1, BCL2-antagonist/killer 1; BAX, BCL2-associated X protein; BCL2, B cell leukemia/lymphoma2; BECN1, Beclin 1, autophagy related; CoQ10, coenzyme Q<sub>10</sub>; COX4I1/COX IV, cytochrome c oxidase subunit 4I1; CsA, cyclosporine A; ED50, 50% effective dose; FITC, fluorescein isothiocyanate; GFP, green fluorescent protein; HPLC, high-performance liquid chromatography; JC-1, tetraethylbenz-imidazolylcarbocyanine iodide; LC3, microtubule-associated protein 1 light chain3; LC-MS/MS, liquid chromatography-tandem mass spectrometry; LDH, lactate dehydrogenase; l-dopa, 3, 4-dihydroxyphenyl-l-alanine; MAPK8/JNK1, mitogen-activated protein kinase 8; MMP, mitochondrial membrane potential; mPTP, mitochondrial permeability transition pore; mRFP, monomeric red fluorescent protein; MPTP, 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine; MTT, 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; NFE2L2/NRF2, nuclear factor, erythroid derived 2, like 2; PD, Parkinson disease; PLG, piperlongumine; pNA, p-nitroanilide; PI, propidium iodide; PtdIns3K, phosphatidylinositol 3-kinase; PtdIns3P, phosphatidylinositol-3-phosphate; PTX, paclitaxel; Rap, rapamycin; SQSTM1/p62, sequestosome 1; TH, tyrosine hydroxylase; TUNEL, terminal deoxynucleotidyl transferase dUTP nick end labeling; WIPI2, WD repeat domain, phosphoinositide interacting 2; ZFYVE1/DFCP1, zinc finger, FYVE domain containing 1.	2019	10	03	Autophagy	Liu	Jia
27868373	10.1002/ajmg.a.38057	Acute myeloid leukemia in Baraitser-Winter cerebrofrontofacial syndrome.	Baraitser-Winter malformation syndrome (BWMS), Fryns-Aftimos syndrome (FA), and craniofrontofacial syndromes (CFFs) have all been recently proposed to be part of the same phenotypic spectrum of Baraitser-Winter cerebrofrontofacial syndrome (BWCFF), which is characterized by facial dysmorphism, ocular coloboma, brain malformations, and intellectual disabilities. In addition to that, the recent discovery of missense mutations in one of the two ubiquitously expressed cytoplasmic β- and γ-acting-encoding genes ACTB (7p22.1) and ACTG1 (17q25.3) in patients carrying a clinical diagnosis of BWSM, FA, or CCF has provided further evidence that these clinical conditions do indeed belong to the same entity at the molecular level. Two cases of BWCFF patients presenting with malignancies (i.e., acute lymphocytic leukemia and cutaneous lymphoma) have been published thus far. Here, we report a 21-year-old female with molecularly confirmed FA, who developed acute myeloid leukemia (AML). The present finding may indicate that actinopathies could be cancer-predisposing syndromes although small numbers and publication bias should be taken into account. © 2016 Wiley Periodicals, Inc.	2017	10	24	Am J Med Genet A	Cianci	Paola
28807016	10.1186/s12885-017-3536-6	Endogenous controls of gene expression in N-methyl-N-nitrosourea-induced T-cell lymphoma in p53-deficient mice.	Real-time polymerase chain reaction (PCR) has become an increasingly important technique for gene expression profiling because it can provide insights into complex biological and pathological processes and be used to predict disease or treatment outcomes. Although normalized data are necessary for an accurate estimation of mRNA expression levels, several pieces of evidence suggest that the expression of so-called housekeeping genes is not stable. This study aimed to validate reference genes for the normalization of real-time PCR in an N-methyl-N-nitrosourea (MNU)-induced T-cell lymphoma mouse model. T-cell lymphomas were generated in p53-deficient mice by treatment with 37.5 mg/kg MNU. Thymus and spleen were identified as the primary target organs with the highest incidences of lymphomas. We analyzed the RNA expression levels of eight potential endogenous reference genes (Gapdh, Rn18s, Actb, Hprt, B2M, Rplp0, Gusb, Ctbp1). The expression stabilities of these reference genes were tested at different time points after MNU treatment using geNorm and NormFinder algorithms. A total of 65% of MNU-treated mice developed T-cell lymphomas, with the spleen and thymus as the major target organs. All candidate reference genes were amplified efficiently by quantitative reverse-transcription polymerase chain reaction (RT-qPCR). Gene stability evaluation after MNU treatment and during lymphomagenesis revealed that Ctbp1 and Rplp0 were the most stably expressed genes in the thymus and spleen, respectively. RT-PCR of thymus RNA using two additional sets of primer confirmed that Ctbp1 was the most stable of all the candidate reference genes. We provided suitable endogenous controls for gene expression studies in the T-cell lymphoma model.	2018	05	03	BMC Cancer	Wu	Xi
26852652	10.1016/j.bcmd.2015.11.006	ETV6/RUNX1 transcript is a target of RNA-binding protein IGF2BP1 in t(12;21)(p13;q22)-positive acute lymphoblastic leukemia.	The oncofetal RNA-binding protein IGF2BP1 (IGF2 mRNA binding protein 1) is overexpressed in a subset of cancers and promotes cell cycle, migration and aggressive phenotype by regulating post-transcriptionally a number of key mRNAs (e. g, ACTB, CD44, CTNNB1, KRAS, MAPK4, MYC, PTEN and others). IGF2BP1 is also overexpressed in t(12;21)(p13;q22)-positive acute lymphoblastic leukemia (ALL), but the biological significance of this phenomenon has not been addressed so far. We have identified leukemia fusion gene ETV6/RUNX1 mRNA to be highly enriched in immunoprecipitated fraction of endogenous IGF2BP1 from a model cell line REH and t(12;21)(p13;q22)-positive ALL samples. Furthermore, downregulation of IGF2BP1 by two-fold has resulted in a corresponding decrease of ETV6/RUNX1 mRNA validating this transcript as a target of IGF2BP1 protein in t(12;21)(p13;q22)-positive ALL. These data infer that IGF2BP1 is a potent regulator of ETV6/RUNX1 mRNA stability and potentially link this evolutionary-highly conserved protein to cell transformation events in ETV6/RUNX1-mediated leukemogenesis of t(12;21)(p13;q22)-positive ALL. 	2016	10	25	Blood Cells Mol Dis	Stoskus	Mindaugas
25052316	10.1038/ejhg.2014.95	Baraitser-Winter cerebrofrontofacial syndrome: delineation of the spectrum in 42 cases.	Baraitser-Winter, Fryns-Aftimos and cerebrofrontofacial syndrome types 1 and 3 have recently been associated with heterozygous gain-of-function mutations in one of the two ubiquitous cytoplasmic actin-encoding genes ACTB and ACTG1 that encode β- and γ-actins. We present detailed phenotypic descriptions and neuroimaging on 36 patients analyzed by our group and six cases from the literature with a molecularly proven actinopathy (9 ACTG1 and 33 ACTB). The major clinical anomalies are striking dysmorphic facial features with hypertelorism, broad nose with large tip and prominent root, congenital non-myopathic ptosis, ridged metopic suture and arched eyebrows. Iris or retinal coloboma is present in many cases, as is sensorineural deafness. Cleft lip and palate, hallux duplex, congenital heart defects and renal tract anomalies are seen in some cases. Microcephaly may develop with time. Nearly all patients with ACTG1 mutations, and around 60% of those with ACTB mutations have some degree of pachygyria with anteroposterior severity gradient, rarely lissencephaly or neuronal heterotopia. Reduction of shoulder girdle muscle bulk and progressive joint stiffness is common. Early muscular involvement, occasionally with congenital arthrogryposis, may be present. Progressive, severe dystonia was seen in one family. Intellectual disability and epilepsy are variable in severity and largely correlate with CNS anomalies. One patient developed acute lymphocytic leukemia, and another a cutaneous lymphoma, indicating that actinopathies may be cancer-predisposing disorders. Considering the multifaceted role of actins in cell physiology, we hypothesize that some clinical manifestations may be partially mutation specific. Baraitser-Winter cerebrofrontofacial syndrome is our suggested designation for this clinical entity. 	2015	10	22	Eur J Hum Genet	Verloes	Alain
25696013		Selection of superior reference genes' combination for quantitative real-time PCR in B-cell lymphomas.	Normalization of real-time quantitative PCR data to appropriate reference genes is crucial to accurately interpret results. Many genes commonly used as reference standards do not perform as expected, depending on cell type and experimental design. In our previous work, we addressed the issue of suitable reference genes for lymphoid tissue and successfully applied the normalization factor-based approach to discriminate lymphoid malignancies according to their cyclin D1 mRNA level. Here, we addressed the problem of reference gene selection and sufficient number on an enlarged sample set with seven candidate genes. The experimental set included 165 samples of spleens, lymph nodes, and peripheral blood mononuclear cells from patients with different types of non-Hodgkin lymphomas along with non-neoplastic lymphoid specimens. For the first time, we compared all major stability ranking algorithms of Visual Basic for Applications (VBA) applets geNorm, BestKeeper, and NormFinder and tested candidate reference genes on a large and heterogeneous set of fresh clinical lymphoid samples. We concluded that a normalization-based approach using three reference genes (YWHAZ, UBC and ACTB) allows for robust reduction of the variance in real-time PCR results and that the further addition of reference genes does not improve data normalization. This creates a clinically applicable tool for PCR-based lymphoma diagnostics. 	2015	12	15	Ann Clin Lab Sci	Potashnikova	Daria
25715028	10.1080/15548627.2015.1017191	BAX and BAK1 are dispensable for ABT-737-induced dissociation of the BCL2-BECN1 complex and autophagy.	Disruption of the complex of BECN1 with BCL2 or BCL2L1/BCL-XL is an essential switch that turns on cellular autophagy in response to environmental stress or treatment with BH3 peptidomimetics. Recently, it has been proposed that BCL2 and BCL2L1/BCL-XL may inhibit autophagy indirectly through a mechanism dependent on the proapoptotic BCL2 family members, BAX and BAK1. Here we report that the BH3 mimetic, ABT-737, induces autophagy in parallel with disruption of BCL2-BECN1 binding in 2 different apoptosis-deficient cell types lacking BAX and BAK1, namely in mouse embryonic fibroblasts cells and in human colon cancer HCT116 cells. We conclude that the BH3 mimetic ABT-737 induces autophagy through a BAX and BAK1-independent mechanism that likely involves disruption of BECN1 binding to antiapoptotic BCL2 family members. 	2016	03	07	Autophagy	Pedro	Jose Manuel Bravo-San
25984893	10.1080/15548627.2015.1034402	The GST-BHMT assay reveals a distinct mechanism underlying proteasome inhibition-induced macroautophagy in mammalian cells.	By monitoring the fragmentation of a GST-BHMT (a protein fusion of glutathionine S-transferase N-terminal to betaine-homocysteine S-methyltransferase) reporter in lysosomes, the GST-BHMT assay has previously been established as an endpoint, cargo-based assay for starvation-induced autophagy that is largely nonselective. Here, we demonstrate that under nutrient-rich conditions, proteasome inhibition by either pharmaceutical or genetic manipulations induces similar autophagy-dependent GST-BHMT processing. However, mechanistically this proteasome inhibition-induced autophagy is different from that induced by starvation as it does not rely on regulation by MTOR (mechanistic target of rapamycin [serine/threonine kinase]) and PRKAA/AMPK (protein kinase, AMP-activated, α catalytic subunit), the upstream central sensors of cellular nutrition and energy status, but requires the presence of the cargo receptors SQSTM1/p62 (sequestosome 1) and NBR1 (neighbor of BRCA1 gene 1) that are normally involved in the selective autophagy pathway. Further, it depends on ER (endoplasmic reticulum) stress signaling, in particular ERN1/IRE1 (endoplasmic reticulum to nucleus signaling 1) and its main downstream effector MAPK8/JNK1 (mitogen-activated protein kinase 8), but not XBP1 (X-box binding protein 1), by regulating the phosphorylation-dependent disassociation of BCL2 (B-cell CLL/lymphoma 2) from BECN1 (Beclin 1, autophagy related). Moreover, the multimerization domain of GST-BHMT is required for its processing in response to proteasome inhibition, in contrast to its dispensable role in starvation-induced processing. Together, these findings support a model in which under nutrient-rich conditions, proteasome inactivation induces autophagy-dependent processing of the GST-BHMT reporter through a distinct mechanism that bears notable similarity with the yeast Cvt (cytoplasm-to-vacuole targeting) pathway, and suggest the GST-BHMT reporter might be employed as a convenient assay to study selective macroautophagy in mammalian cells. 	2016	02	23	Autophagy	Rui	Yan-Ning
26043155	10.1080/15548627.2015.1055439	TNFAIP3 promotes survival of CD4 T cells by restricting MTOR and promoting autophagy.	Autophagy plays important roles in metabolism, differentiation, and survival in T cells. TNFAIP3/A20 is a ubiquitin-editing enzyme that is thought to be a negative regulator of autophagy in cell lines. However, the role of TNFAIP3 in autophagy remains unclear. To determine whether TNFAIP3 regulates autophagy in CD4 T cells, we first analyzed Tnfaip3-deficient naïve CD4 T cells in vitro. We demonstrated that Tnfaip3-deficient CD4 T cells exhibited reduced MAP1LC3/LC3 (microtubule-associated protein 1 light chain 3) puncta formation, increased mitochondrial content, and exaggerated reactive oxygen species (ROS) production. These results indicate that TNFAIP3 promotes autophagy after T cell receptor (TCR) stimulation in CD4 T cells. We then investigated the mechanism by which TNFAIP3 promotes autophagy signaling. We found that TNFAIP3 bound to the MTOR (mechanistic target of rapamycin) complex and that Tnfaip3-deficient cells displayed enhanced ubiquitination of the MTOR complex and MTOR activity. To confirm the effects of enhanced MTOR activity in Tnfaip3-deficient cells, we analyzed cell survival following treatment with Torin1, an MTOR inhibitor. Tnfaip3-deficient CD4 T cells exhibited fewer cell numbers than the control cells in vitro and in vivo. In addition, the impaired survival of Tnfaip3-deficient cells was ameliorated with Torin1 treatment in vitro and in vivo. The effect of Torin1 was abolished by Atg5 deficiency. Thus, enhanced MTOR activity regulates the survival of Tnfaip3-deficient CD4 T cells. Taken together, our findings illustrate that TNFAIP3 restricts MTOR signaling and promotes autophagy, providing new insight into the manner in which MTOR and autophagy regulate survival in CD4 T cells. 	2016	04	18	Autophagy	Matsuzawa	Yu
24275555	10.1016/j.bbadis.2013.11.021	Peri-conceptional obesogenic exposure induces sex-specific programming of disease susceptibilities in adult mouse offspring.	Vulnerability of the fetus upon maternal obesity can potentially occur during all developmental phases. We aimed at elaborating longer-term health outcomes of fetal overnutrition during the earliest stages of development. We utilized Naval Medical Research Institute (NMRI) mice to induce pre-conceptional and gestational obesity and followed offspring outcomes in the absence of any postnatal obesogenic influences. Male adult offspring developed overweight, insulin resistance, hyperleptinemia, hyperuricemia and hepatic steatosis; all these features were not observed in females. Instead, they showed impaired fasting glucose and a reduced fat mass and adipocyte size. Influences of the interaction of maternal diet∗sex concerned offspring genes involved in fatty liver disease, lipid droplet size regulation and fat mass expansion. These data suggest that a peri-conceptional obesogenic exposure is sufficient to shape offspring gene expression patterns and health outcomes in a sex- and organ-specific manner, indicating varying developmental vulnerabilities between sexes towards metabolic disease in response to maternal overnutrition. 	2014	04	16	Biochim Biophys Acta	Dahlhoff	M
24418552	10.1016/j.virol.2013.11.022	HTLV-1 infects human mesenchymal stromal cell in vitro and modifies their phenotypic characteristics.	The typical characteristics of mesenchymal stem cells (MSCs) can be affected by inflammatory microenvironment; however, the exact contribution of HTLV-1 to MSC dysfunction remains to be elucidated. In this study, we demonstrated that MSC cell surface molecules VCAM-1 and ICAM-1 are upregulated by contact with HTLV-1, and HLA-DR was most highly expressed in MSCs co-cultured with MT2 cells. The expression levels of VCAM-1 and HLA-DR were increased in MSCs cultured in the presence of PBMCs isolated from HTLV-1-infected symptomatic individuals compared with those cultured with cells from asymptomatic infected individuals or healthy subjects. HTLV-1 does not impair the MSC differentiation process into osteocytes and adipocytes. In addition, MSCs were efficiently infected with HTLV-1 in vitro through direct contact with HTLV-1-infected cells; however, cell-free virus particles were not capable of causing infection. In summary, HTLV-1 can alter MSC function, and this mechanism may contribute to the pathogenesis of this viral infection. 	2014	04	07	Virology	Rodrigues	Evandra Strazza
23266771	10.1016/j.cca.2012.12.012	ACTB in cancer.	Beta-actin (ACTB) has traditionally been regarded as an endogenous housekeeping gene and has been widely used as a reference gene/protein in quantifying expression levels in tumors. However, ACTB is closely associated with a variety of cancers and accumulating evidence indicates that ACTB is de-regulated in liver, melanoma, renal, colorectal, gastric, pancreatic, esophageal, lung, breast, prostate, ovarian cancers, leukemia and lymphoma. ACTB is generally found to be up-regulated in the majority of tumor cells and tissues. The abnormal expression and polymerization of ACTB and the resulting changes to the cytoskeleton are revealed to be associated with the invasiveness and metastasis of cancers. The current review explores relevant mechanisms, integrates current understandings, and provides suggestions for future studies of the roles of ACTB in tumors.	2013	08	27	Clin Chim Acta	Guo	Chunmei
23326330	10.1371/journal.pone.0052384	Activated ERM protein plays a critical role in drug resistance of MOLT4 cells induced by CCL25.	We have previously demonstrated that the CCR9/CCL25 signaling pathway plays an important role in drug resistance in human acute T-lymphocytic leukemia (T-ALL) by inducing activation of ERM protein with polarized distribution in T-ALL cell line MOLT4. However, the mechanism of action of the activated ERM protein in the drug resistance of MOLT4 cells induced by CCL25 remains uncharacterized. Here we investigated the mechanism of CCR9/CCL25-initiated drug resistance in CCR9-high-expressing T-ALL cells. Our results showed that 1) the function of P-gp was increased after treatment with CCL25; 2) P-gp colocalized and co-immunoprecipitated with p-ERM and F-actin in CCL25 treated cells; and 3) ERM-shRNA conferred drug sensitivity coincident with release of ERM interactions with P-gp and F-actin after treatment with CCL25. These data suggest it is pivotal that P-gp associate with the F-actin cytoskeleton through p-ERM in CCR9/CCL25 induced multidrug resistance of T-ALL cells. Strategies aimed at inhibiting P-gp-F-actin cytoskeleton association may be helpful in increasing the efficiency of therapies in T-ALL.	2013	07	05	PLoS One	Zhang	Li
